id;text;aspect;polarity;start_position;end_position
5918;O hotel não oferece opções vegetarianas adequadas no menu do restaurante. Isso foi decepcionante para mim, como vegetariano.;vegetariano;-1;112;123
5919;O hotel não oferece opções vegetarianas adequadas no menu do restaurante. Isso foi decepcionante para mim, como vegetariano.;menu;-1;53;57
5920;A piscina do hotel estava suja e mal cuidada. Não nos sentimos confortáveis em usá-la durante nossa estadia.;piscina;-1;2;9
5921;A comida servida no café da manhã estava fria e sem graça. Esperávamos uma variedade melhor de opções.;café da manhã;-1;20;33
5922;A comida servida no café da manhã estava fria e sem graça. Esperávamos uma variedade melhor de opções.;variedade;-1;75;84
5923;A internet do hotel estava fora do ar durante toda a nossa estadia. Isso causou inconvenientes significativos para nós.;internet;-1;2;10
5924;A internet do hotel estava fora do ar durante toda a nossa estadia. Isso causou inconvenientes significativos para nós.;inconvenientes;-1;80;94
5925;O serviço de quarto do hotel era lento e pouco eficiente. Tivemos que esperar muito tempo para receber nossos pedidos.;serviço de quarto;-1;2;19
5926;O hotel não oferece estacionamento próprio, o que dificultou a nossa vida, pois tivemos que procurar estacionamento na rua.;estacionamento;-1;20;34
5927;O ar condicionado do quarto estava quebrado durante toda a nossa estadia. Passamos noites desconfortáveis devido ao calor.;ar condicionado;-1;2;17
5928;O hotel não oferece opções de lazer para crianças. Ficamos entediados durante nossa estadia.;lazer;-1;30;35
5929;O hotel não oferece opções de lazer para crianças. Ficamos entediados durante nossa estadia.;crianças;-1;41;49
5930;O serviço de café da manhã do hotel era limitado e pouco variado. Esperávamos mais opções.;café da manhã;-1;13;26
5931;O hotel não oferece serviço de quarto, o que foi frustrante para nós que gostamos de pedir refeições no quarto.;serviço de quarto;-1;20;37
5932;O hotel não oferece opções de entretenimento noturno para os hóspedes. Tivemos que procurar diversão em outros lugares.;entretenimento;-1;30;44
5933;O hotel não oferece opções de entretenimento noturno para os hóspedes. Tivemos que procurar diversão em outros lugares.;diversão;-1;92;100
5934;O hotel não oferece café da manhã incluso na diária. Isso foi decepcionante, pois esperávamos uma experiência mais completa.;café da manhã;-1;20;33
5935;O hotel não oferece café da manhã incluso na diária. Isso foi decepcionante, pois esperávamos uma experiência mais completa.;experiência;-1;98;109
5936;O serviço de check-in do hotel foi demorado e pouco organizado. Perdemos muito tempo esperando para ser atendidos.;check-in;-1;13;21
5937;A comida no restaurante do hotel estava com um gosto estranho. Não conseguimos identificar o que estava errado, mas não nos agradou.;comida;-1;2;8
5938;O hotel não oferece serviço de lavanderia, o que foi um inconveniente para nós que estávamos viajando por um longo período.;lavanderia;-1;31;41
5939;O hotel não oferece serviço de lavanderia, o que foi um inconveniente para nós que estávamos viajando por um longo período.;inconveniente;-1;56;69
5940;O serviço de transporte oferecido pelo hotel estava sempre atrasado. Tivemos que esperar muito tempo para sermos levados aos lugares.;transporte;-1;13;23
5941;O hotel não oferece acesso para cadeirantes, o que é um problema para pessoas com mobilidade reduzida.;mobilidade;-1;82;92
5942;O quarto do hotel era pequeno e apertado, o que nos deixou desconfortáveis durante toda a estadia.;quarto;-1;2;8
5943;A piscina do hotel estava lotada durante todo o dia, o que dificultou nosso acesso e nos deixou desconfortáveis.;piscina;-1;2;9
5944;A piscina do hotel estava lotada durante todo o dia, o que dificultou nosso acesso e nos deixou desconfortáveis.;lotada;-1;26;32
5945;O hotel não oferece atividades de lazer para os hóspedes, o que tornou nossa estadia monótona e entediante.;lazer;-1;34;39
5946;O hotel não oferece estacionamento próprio, o que nos obrigou a procurar vagas na rua, o que foi muito inconveniente.;estacionamento;-1;20;34
5947;O ar condicionado do quarto estava fazendo barulhos estranhos durante a noite, o que nos atrapalhou muito para dormir.;ar condicionado;-1;2;17
5948;O ar condicionado do quarto estava fazendo barulhos estranhos durante a noite, o que nos atrapalhou muito para dormir.;barulho;-1;43;50
5949;O hotel não oferece café da manhã incluso na diária, o que achamos um ponto negativo, pois esperávamos uma experiência mais completa.;café da manhã;-1;20;33
5950;O hotel não oferece café da manhã incluso na diária, o que achamos um ponto negativo, pois esperávamos uma experiência mais completa.;experiência;-1;107;118
5951;O serviço de limpeza do hotel deixou a desejar. O banheiro não estava tão limpo quanto esperávamos.;limpeza;-1;13;20
5952;O serviço de limpeza do hotel deixou a desejar. O banheiro não estava tão limpo quanto esperávamos.;banheiro;-1;50;58
5953;A comida no restaurante do hotel estava fria e sem sabor. Definitivamente não correspondeu às nossas expectativas.;comida;-1;2;8
5954;A comida no restaurante do hotel estava fria e sem sabor. Definitivamente não correspondeu às nossas expectativas.;sabor;-1;51;56
5955;O hotel não oferece opções vegetarianas adequadas no menu do restaurante. Isso foi decepcionante para mim, como vegetariano.;vegetariano;-1;112;123
5956;O hotel não oferece opções vegetarianas adequadas no menu do restaurante. Isso foi decepcionante para mim, como vegetariano.;menu;-1;53;57
5957;A piscina do hotel estava suja e mal cuidada. Não nos sentimos confortáveis em usá-la durante nossa estadia.;piscina;-1;2;9
5958;A comida servida no café da manhã estava fria e sem graça. Esperávamos uma variedade melhor de opções.;café da manhã;-1;20;33
5959;A comida servida no café da manhã estava fria e sem graça. Esperávamos uma variedade melhor de opções.;variedade;-1;75;84
5960;A internet do hotel estava fora do ar durante toda a nossa estadia. Isso causou inconvenientes significativos para nós.;internet;-1;2;10
5961;A internet do hotel estava fora do ar durante toda a nossa estadia. Isso causou inconvenientes significativos para nós.;inconvenientes;-1;80;94
5962;O hotel oferece um serviço de transporte conveniente para os pontos turísticos locais. Isso facilitou muito o nosso passeio pela cidade.;serviço;1;19;26
5963;O hotel oferece um serviço de transporte conveniente para os pontos turísticos locais. Isso facilitou muito o nosso passeio pela cidade.;passeio;1;116;123
5964;O quarto do hotel tinha uma vista deslumbrante para o mar. Passamos horas apenas admirando a paisagem!;vista;1;28;33
5965;O quarto do hotel tinha uma vista deslumbrante para o mar. Passamos horas apenas admirando a paisagem!;mar;1;54;57
5966;O café da manhã oferecido pelo hotel era variado e delicioso. Uma ótima maneira de começar o dia!;café;1;2;6
5967;O serviço de limpeza do hotel deixou um pouco a desejar. O banheiro não estava tão limpo quanto esperávamos.;limpeza;-1;13;20
5968;O serviço de limpeza do hotel deixou um pouco a desejar. O banheiro não estava tão limpo quanto esperávamos.;banheiro;-1;59;67
5969;O quarto do hotel era espaçoso e confortável. Tivemos uma ótima noite de sono!;quarto;1;2;8
5970;O hotel oferece uma piscina aquecida, perfeita para relaxar após um longo dia de passeio pela cidade.;piscina;1;20;27
5971;O hotel oferece uma piscina aquecida, perfeita para relaxar após um longo dia de passeio pela cidade.;relaxar;1;52;59
5972;A comida servida no restaurante do hotel estava deliciosa. Recomendo experimentar o prato de frutos do mar!;comida;1;2;8
5973;A comida servida no restaurante do hotel estava deliciosa. Recomendo experimentar o prato de frutos do mar!;frutos do mar;1;93;106
5974;O hotel oferece um spa maravilhoso, onde pudemos desfrutar de massagens relaxantes. Foi uma experiência rejuvenescedora!;spa;1;19;22
5975;A equipe do hotel foi extremamente atenciosa e prestativa durante toda a nossa estadia. Nos sentimos muito bem cuidados!;cuidados;1;111;119
5976;A localização do hotel é perfeita, com fácil acesso às principais atrações da cidade.;localização;1;2;13
5977;A localização do hotel é perfeita, com fácil acesso às principais atrações da cidade.;atrações;1;66;74
5978;O hotel oferece estacionamento gratuito, o que foi muito conveniente para nós que estávamos de carro.;estacionamento;1;16;30
5979;A academia do hotel estava bem equipada e limpa. Foi ótimo poder manter minha rotina de exercícios durante a viagem.;academia;1;2;10
5980;A academia do hotel estava bem equipada e limpa. Foi ótimo poder manter minha rotina de exercícios durante a viagem.;exercícios;1;88;98
5981;O hotel oferece um serviço de lavanderia eficiente, que nos ajudou muito durante nossa estadia prolongada.;lavanderia;1;30;40
5982;O hotel oferece um serviço de transporte conveniente para os pontos turísticos locais. Isso facilitou muito o nosso passeio pela cidade.;serviço;1;19;26
5983;O hotel oferece um serviço de transporte conveniente para os pontos turísticos locais. Isso facilitou muito o nosso passeio pela cidade.;passeio;1;116;123
5984;A comida no restaurante do hotel estava deliciosa. Recomendo experimentar o prato de frutos do mar!;comida;1;2;8
5985;A comida no restaurante do hotel estava deliciosa. Recomendo experimentar o prato de frutos do mar!;frutos do mar;1;85;98
5986;O hotel oferece um spa maravilhoso, onde pudemos desfrutar de massagens relaxantes. Foi uma experiência rejuvenescedora!;spa;1;19;22
5987;A equipe do hotel foi extremamente atenciosa e prestativa durante toda a nossa estadia. Nos sentimos muito bem cuidados!;cuidados;1;111;119
5988;A localização do hotel é perfeita, com fácil acesso às principais atrações da cidade.;localização;1;2;13
5989;A localização do hotel é perfeita, com fácil acesso às principais atrações da cidade.;atrações;1;66;74
5990;O hotel oferece estacionamento gratuito, o que foi muito conveniente para nós que estávamos de carro.;estacionamento;1;16;30
5991;A academia do hotel estava bem equipada e limpa. Foi ótimo poder manter minha rotina de exercícios durante a viagem.;academia;1;2;10
5992;A academia do hotel estava bem equipada e limpa. Foi ótimo poder manter minha rotina de exercícios durante a viagem.;exercícios;1;88;98
5993;O hotel oferece um serviço de lavanderia eficiente, que nos ajudou muito durante nossa estadia prolongada.;lavanderia;1;30;40
5994;O hotel oferece um serviço de transporte conveniente para os pontos turísticos locais. Isso facilitou muito o nosso passeio pela cidade.;serviço;1;19;26
5995;O hotel oferece um serviço de transporte conveniente para os pontos turísticos locais. Isso facilitou muito o nosso passeio pela cidade.;passeio;1;116;123
5996;A comida no restaurante do hotel estava deliciosa. Recomendo experimentar o prato de frutos do mar!;comida;1;2;8
5997;A comida no restaurante do hotel estava deliciosa. Recomendo experimentar o prato de frutos do mar!;frutos do mar;1;85;98
5998;O hotel oferece um spa maravilhoso, onde pudemos desfrutar de massagens relaxantes. Foi uma experiência rejuvenescedora!;spa;1;19;22
5999;A equipe do hotel foi extremamente atenciosa e prestativa durante toda a nossa estadia. Nos sentimos muito bem cuidados!;cuidados;1;111;119
6000;A localização do hotel é perfeita, com fácil acesso às principais atrações da cidade.;localização;1;2;13
6001;A localização do hotel é perfeita, com fácil acesso às principais atrações da cidade.;atrações;1;66;74
6002;O hotel oferece estacionamento gratuito, o que foi muito conveniente para nós que estávamos de carro.;estacionamento;1;16;30
6003;A academia do hotel estava bem equipada e limpa. Foi ótimo poder manter minha rotina de exercícios durante a viagem.;academia;1;2;10
6004;A academia do hotel estava bem equipada e limpa. Foi ótimo poder manter minha rotina de exercícios durante a viagem.;exercícios;1;88;98
6005;O hotel oferece um serviço de lavanderia eficiente, que nos ajudou muito durante nossa estadia prolongada.;lavanderia;1;30;40
6006;O hotel oferece um serviço de transporte conveniente para os pontos turísticos locais. Isso facilitou muito o nosso passeio pela cidade.;serviço;1;19;26
6007;O hotel oferece um serviço de transporte conveniente para os pontos turísticos locais. Isso facilitou muito o nosso passeio pela cidade.;passeio;1;116;123
6008;A comida no restaurante do hotel estava deliciosa. Recomendo experimentar o prato de frutos do mar!;comida;1;2;8
6009;A comida no restaurante do hotel estava deliciosa. Recomendo experimentar o prato de frutos do mar!;frutos do mar;1;85;98
6010;O hotel oferece um spa maravilhoso, onde pudemos desfrutar de massagens relaxantes. Foi uma experiência rejuvenescedora!;spa;1;19;22
6011;A equipe do hotel foi extremamente atenciosa e prestativa durante toda a nossa estadia. Nos sentimos muito bem cuidados!;cuidados;1;111;119
6012;A localização do hotel é perfeita, com fácil acesso às principais atrações da cidade.;localização;1;2;13
6013;A localização do hotel é perfeita, com fácil acesso às principais atrações da cidade.;atrações;1;66;74
6014;O hotel oferece estacionamento gratuito, o que foi muito conveniente para nós que estávamos de carro.;estacionamento;1;16;30
6015;A academia do hotel estava bem equipada e limpa. Foi ótimo poder manter minha rotina de exercícios durante a viagem.;academia;1;2;10
6016;A academia do hotel estava bem equipada e limpa. Foi ótimo poder manter minha rotina de exercícios durante a viagem.;exercícios;1;88;98
6017;O hotel oferece um serviço de lavanderia eficiente, que nos ajudou muito durante nossa estadia prolongada.;lavanderia;1;30;40
6018;O hotel oferece um serviço de transporte conveniente para os pontos turísticos locais. Isso facilitou muito o nosso passeio pela cidade.;serviço;1;19;26
6019;O hotel oferece um serviço de transporte conveniente para os pontos turísticos locais. Isso facilitou muito o nosso passeio pela cidade.;passeio;1;116;123
6020;A comida no restaurante do hotel estava deliciosa. Recomendo experimentar o prato de frutos do mar!;comida;1;2;8
6021;A comida no restaurante do hotel estava deliciosa. Recomendo experimentar o prato de frutos do mar!;frutos do mar;1;85;98
6022;O hotel oferece um spa maravilhoso, onde pudemos desfrutar de massagens relaxantes. Foi uma experiência rejuvenescedora!;spa;1;19;22
6023;A equipe do hotel foi extremamente atenciosa e prestativa durante toda a nossa estadia. Nos sentimos muito bem cuidados!;cuidados;1;111;119
6024;A localização do hotel é perfeita, com fácil acesso às principais atrações da cidade.;localização;1;2;13
6025;A localização do hotel é perfeita, com fácil acesso às principais atrações da cidade.;atrações;1;66;74
6026;O hotel oferece estacionamento gratuito, o que foi muito conveniente para nós que estávamos de carro.;estacionamento;1;16;30
6027;A academia do hotel estava bem equipada e limpa. Foi ótimo poder manter minha rotina de exercícios durante a viagem.;academia;1;2;10
6028;A academia do hotel estava bem equipada e limpa. Foi ótimo poder manter minha rotina de exercícios durante a viagem.;exercícios;1;88;98
6029;O hotel oferece um serviço de lavanderia eficiente, que nos ajudou muito durante nossa estadia prolongada.;lavanderia;1;30;40
6030;O hotel oferece um serviço de transporte conveniente para os pontos turísticos locais. Isso facilitou muito o nosso passeio pela cidade.;serviço;1;19;26
6031;O hotel oferece um serviço de transporte conveniente para os pontos turísticos locais. Isso facilitou muito o nosso passeio pela cidade.;passeio;1;116;123
6032;O quarto do hotel tinha uma vista deslumbrante para o mar. Passamos horas apenas admirando a paisagem!;vista;1;28;33
6033;O quarto do hotel tinha uma vista deslumbrante para o mar. Passamos horas apenas admirando a paisagem!;mar;1;54;57
6034;O café da manhã oferecido pelo hotel era variado e delicioso. Uma ótima maneira de começar o dia!;café;1;2;6
6035;O serviço de limpeza do hotel deixou um pouco a desejar. O banheiro não estava tão limpo quanto esperávamos.;limpeza;-1;13;20
6036;O serviço de limpeza do hotel deixou um pouco a desejar. O banheiro não estava tão limpo quanto esperávamos.;banheiro;-1;59;67
6037;O quarto do hotel era espaçoso e confortável. Tivemos uma ótima noite de sono!;quarto;1;2;8
6038;O hotel oferece uma piscina aquecida, perfeita para relaxar após um longo dia de passeio pela cidade.;piscina;1;20;27
6039;O hotel oferece uma piscina aquecida, perfeita para relaxar após um longo dia de passeio pela cidade.;relaxar;1;52;59
6040;A comida servida no restaurante do hotel estava deliciosa. Recomendo experimentar o prato de frutos do mar!;comida;1;2;8
6041;A comida servida no restaurante do hotel estava deliciosa. Recomendo experimentar o prato de frutos do mar!;frutos do mar;1;93;106
6042;O hotel oferece um spa maravilhoso, onde pudemos desfrutar de massagens relaxantes. Foi uma experiência rejuvenescedora!;spa;1;19;22
6043;A equipe do hotel foi extremamente atenciosa e prestativa durante toda a nossa estadia. Nos sentimos muito bem cuidados!;cuidados;1;111;119
6044;A localização do hotel é perfeita, com fácil acesso às principais atrações da cidade.;localização;1;2;13
6045;A localização do hotel é perfeita, com fácil acesso às principais atrações da cidade.;atrações;1;66;74
6046;O hotel oferece estacionamento gratuito, o que foi muito conveniente para nós que estávamos de carro.;estacionamento;1;16;30
6047;A academia do hotel estava bem equipada e limpa. Foi ótimo poder manter minha rotina de exercícios durante a viagem.;academia;1;2;10
6048;A academia do hotel estava bem equipada e limpa. Foi ótimo poder manter minha rotina de exercícios durante a viagem.;exercícios;1;88;98
6049;O hotel oferece um serviço de lavanderia eficiente, que nos ajudou muito durante nossa estadia prolongada.;lavanderia;1;30;40
6050;O hotel oferece um serviço de transporte conveniente para os pontos turísticos locais. Isso facilitou muito o nosso passeio pela cidade.;serviço;1;19;26
6051;O hotel oferece um serviço de transporte conveniente para os pontos turísticos locais. Isso facilitou muito o nosso passeio pela cidade.;passeio;1;116;123
6052;A comida no restaurante do hotel estava deliciosa. Recomendo experimentar o prato de frutos do mar!;comida;1;2;8
6053;A comida no restaurante do hotel estava deliciosa. Recomendo experimentar o prato de frutos do mar!;frutos do mar;1;85;98
6054;O hotel oferece um spa maravilhoso, onde pudemos desfrutar de massagens relaxantes. Foi uma experiência rejuvenescedora!;spa;1;19;22
6055;A equipe do hotel foi extremamente atenciosa e prestativa durante toda a nossa estadia. Nos sentimos muito bem cuidados!;cuidados;1;111;119
6056;A localização do hotel é perfeita, com fácil acesso às principais atrações da cidade.;localização;1;2;13
6057;A localização do hotel é perfeita, com fácil acesso às principais atrações da cidade.;atrações;1;66;74
6058;O hotel oferece estacionamento gratuito, o que foi muito conveniente para nós que estávamos de carro.;estacionamento;1;16;30
6059;A academia do hotel estava bem equipada e limpa. Foi ótimo poder manter minha rotina de exercícios durante a viagem.;academia;1;2;10
6060;A academia do hotel estava bem equipada e limpa. Foi ótimo poder manter minha rotina de exercícios durante a viagem.;exercícios;1;88;98
6061;O hotel oferece um serviço de lavanderia eficiente, que nos ajudou muito durante nossa estadia prolongada.;lavanderia;1;30;40
6062;A vista do quarto do hotel era deslumbrante. Passamos várias horas admirando a paisagem.;vista;1;2;7
6063;A vista do quarto do hotel era deslumbrante. Passamos várias horas admirando a paisagem.;paisagem;1;79;87
6064;O café da manhã oferecido pelo hotel tinha uma grande variedade de opções. Ficamos satisfeitos com a seleção.;café;1;2;6
6065;O café da manhã oferecido pelo hotel tinha uma grande variedade de opções. Ficamos satisfeitos com a seleção.;variedade;1;54;63
6066;O quarto do hotel era espaçoso e bem decorado. Nos sentimos confortáveis durante toda a estadia.;quarto;1;2;8
6067;A piscina do hotel estava limpa e bem conservada. Foi ótimo dar um mergulho depois de um dia quente.;piscina;1;2;9
6068;O restaurante do hotel oferece uma variedade de pratos deliciosos. Recomendo experimentar a culinária local!;restaurante;1;2;13
6069;O restaurante do hotel oferece uma variedade de pratos deliciosos. Recomendo experimentar a culinária local!;culinária;1;92;101
6070;O spa do hotel oferece tratamentos relaxantes e revigorantes. Foi uma experiência incrível!;spa;1;2;5
6071;O spa do hotel oferece tratamentos relaxantes e revigorantes. Foi uma experiência incrível!;tratamentos;1;23;34
6072;A equipe do hotel foi muito prestativa e atenciosa. Eles nos ajudaram com todas as nossas solicitações.;ajuda;1;61;66
6073;A localização do hotel é perfeita para quem deseja explorar a cidade a pé. Ficamos impressionados com a conveniência.;localização;1;2;13
6074;A localização do hotel é perfeita para quem deseja explorar a cidade a pé. Ficamos impressionados com a conveniência.;explorar;1;51;59
6075;O estacionamento do hotel é amplo e seguro. Ficamos tranquilos deixando nosso carro lá durante a estadia.;estacionamento;1;2;16
6076;A academia do hotel possui equipamentos modernos e bem conservados. Foi ótimo manter minha rotina de exercícios.;academia;1;2;10
6077;A academia do hotel possui equipamentos modernos e bem conservados. Foi ótimo manter minha rotina de exercícios.;equipamentos;1;27;39
6078;O serviço de lavanderia do hotel é eficiente e rápido. Ficamos satisfeitos com a qualidade do serviço.;lavanderia;1;13;23
6079;O hotel oferece um serviço de transporte gratuito para os principais pontos turísticos da cidade.;serviço;1;19;26
6080;O hotel oferece um serviço de transporte gratuito para os principais pontos turísticos da cidade.;pontos turísticos;1;69;86
6081;O quarto do hotel é bem iluminado e espaçoso. Ficamos confortáveis durante toda a estadia.;quarto;1;2;8
6082;A área da piscina do hotel é muito agradável e bem cuidada. Passamos momentos relaxantes lá.;piscina;1;10;17
6083;O restaurante do hotel oferece uma variedade de opções de refeições. Há algo para todos os gostos.;restaurante;1;2;13
6084;O restaurante do hotel oferece uma variedade de opções de refeições. Há algo para todos os gostos.;variedade;1;35;44
6085;O spa do hotel oferece uma variedade de tratamentos para relaxamento e rejuvenescimento.;spa;1;2;5
6086;O spa do hotel oferece uma variedade de tratamentos para relaxamento e rejuvenescimento.;tratamentos;1;40;51
6087;A localização do hotel é estratégica, perto de várias atrações turísticas.;localização;1;2;13
6088;A localização do hotel é estratégica, perto de várias atrações turísticas.;atrações;1;54;62
6089;O estacionamento do hotel é espaçoso e bem organizado. Não tivemos problemas para encontrar vaga.;estacionamento;1;2;16
6090;A academia do hotel tem uma boa seleção de equipamentos para treino.;academia;1;2;10
6091;A academia do hotel tem uma boa seleção de equipamentos para treino.;seleção;1;32;39
6092;O serviço de lavanderia do hotel é eficiente e confiável. Recebemos nossas roupas de volta em perfeito estado.;lavanderia;1;13;23
6093;O hotel oferece um serviço de transporte gratuito para os principais pontos turísticos da cidade.;serviço;1;19;26
6094;O hotel oferece um serviço de transporte gratuito para os principais pontos turísticos da cidade.;pontos turísticos;1;69;86
6095;O quarto do hotel é bem iluminado e espaçoso. Ficamos confortáveis durante toda a estadia.;quarto;1;2;8
6096;A área da piscina do hotel é muito agradável e bem cuidada. Passamos momentos relaxantes lá.;piscina;1;10;17
6097;O restaurante do hotel oferece uma variedade de opções de refeições. Há algo para todos os gostos.;restaurante;1;2;13
6098;O restaurante do hotel oferece uma variedade de opções de refeições. Há algo para todos os gostos.;variedade;1;35;44
6099;O spa do hotel oferece uma variedade de tratamentos para relaxamento e rejuvenescimento.;spa;1;2;5
6100;O spa do hotel oferece uma variedade de tratamentos para relaxamento e rejuvenescimento.;tratamentos;1;40;51
6101;A localização do hotel é estratégica, perto de várias atrações turísticas.;localização;1;2;13
6102;A localização do hotel é estratégica, perto de várias atrações turísticas.;atrações;1;54;62
6103;O estacionamento do hotel é espaçoso e bem organizado. Não tivemos problemas para encontrar vaga.;estacionamento;1;2;16
6104;A academia do hotel tem uma boa seleção de equipamentos para treino.;academia;1;2;10
6105;A academia do hotel tem uma boa seleção de equipamentos para treino.;seleção;1;32;39
6106;O serviço de lavanderia do hotel é eficiente e confiável. Recebemos nossas roupas de volta em perfeito estado.;lavanderia;1;13;23
6107;O hotel possui um design moderno e elegante. Gostei muito da decoração!;design;1;18;24
6108;O hotel possui um design moderno e elegante. Gostei muito da decoração!;decoração;1;61;70
6109;O café da manhã oferecido pelo hotel era satisfatório. Nada excepcional, mas atendeu às nossas necessidades.;café;0;2;6
6110;O serviço de limpeza do hotel foi razoável. Não estava impecável, mas também não estava sujo.;limpeza;0;13;20
6111;O serviço de limpeza do hotel foi razoável. Não estava impecável, mas também não estava sujo.;serviço;0;2;9
6112;O quarto do hotel tinha uma vista decente para a cidade. Não era espetacular, mas era agradável.;vista;0;28;33
6113;O quarto do hotel tinha uma vista decente para a cidade. Não era espetacular, mas era agradável.;cidade;0;49;55
6114;A piscina do hotel estava em boas condições. Não era muito grande, mas suficiente para um mergulho rápido.;piscina;0;2;9
6115;A piscina do hotel estava em boas condições. Não era muito grande, mas suficiente para um mergulho rápido.;condições;0;34;43
6116;A comida servida no restaurante do hotel era mediana. Não era ruim, mas também não era excepcional.;comida;0;2;8
6117;A comida servida no restaurante do hotel era mediana. Não era ruim, mas também não era excepcional.;restaurante;0;20;31
6118;O spa do hotel oferece uma variedade limitada de tratamentos. Poderia ter mais opções disponíveis.;spa;0;2;5
6119;O spa do hotel oferece uma variedade limitada de tratamentos. Poderia ter mais opções disponíveis.;tratamentos;0;49;60
6120;A localização do hotel é conveniente, mas um pouco longe das principais atrações.;localização;0;2;13
6121;A localização do hotel é conveniente, mas um pouco longe das principais atrações.;atrações;0;72;80
6122;O estacionamento do hotel é limitado. Tivemos dificuldade em encontrar uma vaga disponível.;estacionamento;0;2;16
6123;O estacionamento do hotel é limitado. Tivemos dificuldade em encontrar uma vaga disponível.;dificuldade;0;46;57
6124;A academia do hotel é pequena e possui equipamentos básicos. Não é ideal para um treino completo.;academia;0;2;10
6125;A academia do hotel é pequena e possui equipamentos básicos. Não é ideal para um treino completo.;equipamentos;0;39;51
6126;O serviço de lavanderia do hotel é cobrado à parte. Seria melhor se estivesse incluído na estadia.;lavanderia;0;13;23
6127;O hotel oferece Wi-Fi gratuito, mas a conexão é um pouco lenta.;Wi-Fi;0;16;21
6128;O hotel oferece Wi-Fi gratuito, mas a conexão é um pouco lenta.;conexão;0;38;45
6129;A vista do quarto do hotel era decente. Não era espetacular, mas não era ruim.;vista;0;2;7
6130;A vista do quarto do hotel era decente. Não era espetacular, mas não era ruim.;quarto;0;11;17
6131;O café da manhã oferecido pelo hotel era satisfatório. Nada excepcional, mas atendeu às nossas necessidades.;café;0;2;6
6132;O serviço de limpeza do hotel foi razoável. Não estava impecável, mas também não estava sujo.;limpeza;0;13;20
6133;O serviço de limpeza do hotel foi razoável. Não estava impecável, mas também não estava sujo.;serviço;0;2;9
6134;O quarto do hotel tinha uma vista decente para a cidade. Não era espetacular, mas era agradável.;vista;0;28;33
6135;O quarto do hotel tinha uma vista decente para a cidade. Não era espetacular, mas era agradável.;cidade;0;49;55
6136;A piscina do hotel estava em boas condições. Não era muito grande, mas suficiente para um mergulho rápido.;piscina;0;2;9
6137;A piscina do hotel estava em boas condições. Não era muito grande, mas suficiente para um mergulho rápido.;condições;0;34;43
6138;A comida servida no restaurante do hotel era mediana. Não era ruim, mas também não era excepcional.;comida;0;2;8
6139;A comida servida no restaurante do hotel era mediana. Não era ruim, mas também não era excepcional.;restaurante;0;20;31
6140;O spa do hotel oferece uma variedade limitada de tratamentos. Poderia ter mais opções disponíveis.;spa;0;2;5
6141;O spa do hotel oferece uma variedade limitada de tratamentos. Poderia ter mais opções disponíveis.;tratamentos;0;49;60
6142;A localização do hotel é conveniente, mas um pouco longe das principais atrações.;localização;0;2;13
6143;A localização do hotel é conveniente, mas um pouco longe das principais atrações.;atrações;0;72;80
6144;O estacionamento do hotel é limitado. Tivemos dificuldade em encontrar uma vaga disponível.;estacionamento;0;2;16
6145;O estacionamento do hotel é limitado. Tivemos dificuldade em encontrar uma vaga disponível.;dificuldade;0;46;57
6146;A academia do hotel é pequena e possui equipamentos básicos. Não é ideal para um treino completo.;academia;0;2;10
6147;A academia do hotel é pequena e possui equipamentos básicos. Não é ideal para um treino completo.;equipamentos;0;39;51
6148;O serviço de lavanderia do hotel é cobrado à parte. Seria melhor se estivesse incluído na estadia.;lavanderia;0;13;23
6149;O hotel oferece Wi-Fi gratuito, mas a conexão é um pouco lenta.;Wi-Fi;0;16;21
6150;O hotel oferece Wi-Fi gratuito, mas a conexão é um pouco lenta.;conexão;0;38;45
6151;O café da manhã oferecido pelo hotel era satisfatório. Nada excepcional, mas atendeu às nossas necessidades.;café;0;2;6
6152;O serviço de limpeza do hotel foi razoável. Não estava impecável, mas também não estava sujo.;limpeza;0;13;20
6153;O serviço de limpeza do hotel foi razoável. Não estava impecável, mas também não estava sujo.;serviço;0;2;9
6154;O quarto do hotel tinha uma vista decente para a cidade. Não era espetacular, mas era agradável.;vista;0;28;33
6155;O quarto do hotel tinha uma vista decente para a cidade. Não era espetacular, mas era agradável.;cidade;0;49;55
6156;A piscina do hotel estava em boas condições. Não era muito grande, mas suficiente para um mergulho rápido.;piscina;0;2;9
6157;A piscina do hotel estava em boas condições. Não era muito grande, mas suficiente para um mergulho rápido.;condições;0;34;43
6158;A comida servida no restaurante do hotel era mediana. Não era ruim, mas também não era excepcional.;comida;0;2;8
6159;A comida servida no restaurante do hotel era mediana. Não era ruim, mas também não era excepcional.;restaurante;0;20;31
6160;O spa do hotel oferece uma variedade limitada de tratamentos. Poderia ter mais opções disponíveis.;spa;0;2;5
6161;O spa do hotel oferece uma variedade limitada de tratamentos. Poderia ter mais opções disponíveis.;tratamentos;0;49;60
6162;A localização do hotel é conveniente, mas um pouco longe das principais atrações.;localização;0;2;13
6163;A localização do hotel é conveniente, mas um pouco longe das principais atrações.;atrações;0;72;80
6164;O estacionamento do hotel é limitado. Tivemos dificuldade em encontrar uma vaga disponível.;estacionamento;0;2;16
6165;O estacionamento do hotel é limitado. Tivemos dificuldade em encontrar uma vaga disponível.;dificuldade;0;46;57
6166;A academia do hotel é pequena e possui equipamentos básicos. Não é ideal para um treino completo.;academia;0;2;10
